Wall clock time taken
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,100,1000,10000,0,22.5,22.5,40,1.0,170.0,50,True,False,1,False

Seeds:,1598214231.610625,1598215679.4565172,1598217036.343799,1598218390.2274969,1598219762.7177632,1598221138.5193431,1598222526.683255,1598223910.967196,1598225300.310188,1598226678.2439208


Column names:
BindsNet (in sec),BindsNET_QA (in sec),BindsNET_Bad_Zero (in sec),BindsNET_Bad_Ones (in sec)

65.36927604675293,1335.7140758037567,18.877931118011475,27.88368320465088
47.13668608665466,1262.1636018753052,19.057187795639038,28.528263807296753
48.69079804420471,1257.9718205928802,19.079005002975464,28.140793800354004
46.48447108268738,1279.0776238441467,19.005162000656128,27.920997142791748
47.52241587638855,1281.256455898285,19.29325008392334,27.727044105529785
46.73606300354004,1293.6812679767609,19.42711114883423,28.31714415550232
47.61074423789978,1288.5397989749908,19.106133937835693,29.025659799575806
46.96709108352661,1295.2684540748596,19.111186981201172,27.99450993537903
46.692137002944946,1284.2126607894897,19.053422927856445,27.974002838134766
46.49091386795044,1288.7451331615448,19.03060507774353,29.00808811187744

Averages:
47.05188858509064,1286.3762298822403,19.06809639930725,28.067651867866516
Standard deviations:
5.503024849979098,20.1329399556776,0.14557114846350572,0.4390368305399576



