Wall clock time taken
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,100,1000,10000,0,22.5,22.5,40,1.0,170.0,50,True,False,1,False

Seeds:,1598228067.385188,1598229423.795959,1598230772.246001,1598232138.232736,1598233498.3122509,1598234862.204732,1598236226.05352,1598237597.5767438,1598238974.465873,1598240344.9994721


Column names:
BindsNet (in sec),BindsNET_QA (in sec),BindsNET_Bad_Zero (in sec),BindsNET_Bad_Ones (in sec)

45.82406830787659,1264.0769839286804,19.117519855499268,27.391419887542725
46.50317072868347,1255.2035200595856,18.99674129486084,27.745267868041992
46.32014489173889,1272.594556093216,19.05049705505371,28.020124912261963
46.472723960876465,1267.0804517269135,18.85464882850647,27.669740676879883
46.682377338409424,1270.3900339603424,18.896788120269775,27.92105484008789
46.39207100868225,1269.5851080417633,19.55721378326416,28.31163001060486
47.01569104194641,1277.6406409740448,18.99451208114624,27.870911121368408
46.33978891372681,1283.3489730358124,19.122736930847168,28.075895071029663
46.381438970565796,1277.395912885666,19.14155101776123,27.613289833068848
46.81742215156555,1293.1168489456177,19.08945107460022,27.690418243408203

Averages:
46.43239748477936,1271.4922950267792,19.069974064826965,27.8080894947052
Standard deviations:
0.305779141861055,10.01320858710805,0.1828273715802228,0.25103704729268383



