Wall clock time taken
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,50,1000,10000,0,22.5,60.0,40,1.0,85.0,50,True,False,10,False

Seeds:,1599357565.701822,1599359552.74127,1599361544.860681,1599363537.668571,1599365532.910236,1599367523.538578,1599369517.309419,1599371508.5268228,1599373585.9983401,1599375727.499192


Column names:
BindsNet (in sec),BindsNET_QA (in sec),BindsNET_Bad_Zero (in sec),BindsNET_Bad_Ones (in sec)

40.65735101699829,1905.6862790584564,15.79452395439148,24.900633096694946
42.5794780254364,1909.9424698352814,15.670737981796265,23.925255060195923
40.95349621772766,1911.9164853096008,15.925495147705078,24.010679006576538
41.012040853500366,1914.7626428604126,15.630080938339233,23.835625171661377
40.868035078048706,1909.7685499191284,15.681134939193726,24.309370040893555
40.77840304374695,1913.4025297164917,15.615834951400757,23.972732067108154
40.810750007629395,1910.5256278514862,15.728375911712646,24.1513409614563
41.944987297058105,1991.7399921417236,16.98580026626587,26.799411058425903
43.95210075378418,2048.984581708908,19.22091817855835,29.34143304824829
48.530653953552246,2007.5335800647736,19.182060956954956,34.95037126541138

Averages:
40.982768535614014,1912.6595075130463,15.761449933052063,24.230355501174927
Standard deviations:
2.3329204447724345,50.053153143339244,1.383250078930902,3.4124797341380497



