Wall clock time taken
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,50,1000,10000,0,22.5,60.0,80,1.0,170.0,50,True,False,1,False

Seeds:,1598955976.865658,1598957567.604755,1598959133.3815758,1598960717.3213959,1598962305.659036,1598963916.5275378,1598965587.8206432,1598967301.390343,1598969063.308372,1598970759.812478


Column names:
BindsNet (in sec),BindsNET_QA (in sec),BindsNET_Bad_Zero (in sec),BindsNET_Bad_Ones (in sec)

85.4080855846405,1428.3612651824951,30.109636068344116,46.85878086090088
83.28167414665222,1404.2835841178894,30.224565982818604,47.98402714729309
83.27494502067566,1421.777951002121,30.337890148162842,48.54559683799744
84.53878998756409,1425.4284119606018,30.348923206329346,48.018895864486694
83.95970392227173,1448.6462578773499,30.47614312171936,47.784106969833374
84.01462507247925,1501.183112859726,32.356178998947144,53.73656916618347
100.42771291732788,1518.4246881008148,38.72894883155823,55.985332012176514
89.27717399597168,1574.7920520305634,32.60851979255676,65.23760294914246
101.93529105186462,1509.6315259933472,32.90279483795166,52.03164601325989
94.85944485664368,1552.9908599853516,34.281821966171265,53.26576089859009

Averages:
84.9734377861023,1474.914685368538,31.416161060333252,50.28862142562866
Standard deviations:
6.933736749655227,57.31133925257763,2.564563199562603,5.327489183748876



