Wall clock time taken
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,40,200,10000,1,22.5,22.5,20,1.0,128,5,True,False,1,False

Seeds:,1601452907.001962,1601452963.640042,1601453019.815899,1601453076.252098,1601453132.840199,1601453189.981642,1601453247.2434251,1601453303.932163,1601453361.036736,1601453417.644226


Column names:
BindsNet (in sec),BindsNET_QA (in sec),BindsNET_Bad_Zero (in sec),BindsNET_Bad_Ones (in sec)

4.814072132110596,46.9089720249176,1.991865873336792,2.914825916290283
4.726125001907349,46.65836691856384,1.9674158096313477,2.811959981918335
4.749183177947998,46.83860993385315,1.991745948791504,2.8526508808135986
4.688458204269409,47.00144624710083,2.001091241836548,2.8891611099243164
4.770583152770996,47.59884285926819,1.9450879096984863,2.813122034072876
4.722052097320557,47.70717692375183,1.9540181159973145,2.869868040084839
4.706125020980835,47.19374895095825,1.97135591506958,2.808549165725708
4.7262749671936035,47.53080916404724,1.9944300651550293,2.841085910797119
4.702447891235352,47.27328181266785,1.9013519287109375,2.7227730751037598
4.617066144943237,1208.2369301319122,2.6250219345092773,4.209618091583252

Averages:
4.724088549613953,47.23351538181305,1.981550931930542,2.846868395805359
Standard deviations:
0.049377844086961824,348.31419200922886,0.1989399269061836,0.4151276987279036



