Wall clock time taken
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,100,1000,10000,0,22.5,22.5,40,1.0,170.0,50,True,False,1,False

Seeds:,1598012613.745953,1598014160.0429912,1598015617.4091132,1598017091.038626,1598018568.074684,1598020038.8747241,1598021504.362224,1598022975.2313228,1598024435.794571,1598025891.724749


Column names:
BindsNet (in sec),BindsNET_QA (in sec),BindsNET_Bad_Zero (in sec),BindsNET_Bad_Ones (in sec)

53.89797616004944,1442.135293006897,20.679598093032837,29.583343982696533
50.935080766677856,1348.0255000591278,23.11904001235962,35.28481602668762
53.25691509246826,1362.424819946289,23.33807396888733,34.60810971260071
54.63491606712341,1369.404088973999,21.616849184036255,31.377999782562256
52.404284954071045,1362.2634439468384,22.783503770828247,33.345279932022095
53.45386290550232,1357.887849330902,22.74937391281128,31.393485069274902
52.64841175079346,1362.9788239002228,22.873694896697998,32.36654472351074
51.22659373283386,1355.470384836197,21.098416805267334,32.765018939971924
54.05321907997131,1348.7986769676208,21.909823894500732,31.16685914993286
55.101813077926636,1348.6036489009857,21.933896780014038,32.406073808670044

Averages:
53.35538899898529,1360.0756466388702,22.34163534641266,32.38630926609039
Standard deviations:
1.3002056982991244,26.347523442748514,0.8517710716431011,1.604018481275598



