Qb_solv_energies
Parameters:,runs,seed,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,0,20,100,10000,1,22.5,22.5,10,1.0,128,5,True,False,1,False


Column names:
0,1,2,3,4,5,6,7,8,9
-0.0,-0.0,-10.236076030880213,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.290601026266813,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.658846601843834,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-25.80355243757367
-0.0,-0.0,-9.82719548791647,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.647873908281326,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.873795986175537,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.591817013919353,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.445249229669571,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.99138467106968
-0.0,-0.0,-9.88107804954052,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.81857943162322
-0.0,-0.0,-9.986176915466785,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.33057382516563
-0.0,-0.0,-10.044651791453362,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.375708445906639,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.863197499420494
-0.0,-0.0,-9.943376533687115,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.137480705976486,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.306410871446133,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.088308703154325,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-25.864789985120296
-0.0,-0.0,-9.818526681512594,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.08485808596015,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.310205288231373,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.790919683873653,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.948748100548983,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.40246852301061
-0.0,-0.0,-10.204592631198466,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.73662208020687
-0.0,-0.0,-10.071271788328886,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.034826278686523,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.992491032928228,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.52961914613843
-0.0,-0.0,-9.859682694077492,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.860147327184677
-0.0,-0.0,-10.339411169290543,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.608075361698866,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.854588523507118,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.913478430360556,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.122322618961334,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.617197591811419,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.94616212695837,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.813215482980013,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.867494508624077
-0.0,-0.0,-10.203709587454796,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.354460819624364
-0.0,-0.0,-9.873484253883362,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.002613006159663
-0.0,-0.0,-10.632003605365753,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.11913464218378
-0.0,-0.0,-9.767751805484295,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.392235154286027
-0.0,-0.0,-10.123938282951713,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.868728414177895,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-30.65112181007862
-0.0,-0.0,-10.402517151087523,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.708845406770706,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.649913209490478
-0.0,-0.0,-10.160540115088224,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.8698615655303,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.15843115746975,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.171975128352642,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.706727419048548,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.35934192687273,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.834833413362503
-0.0,-0.0,-10.07495091855526,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.614436335861683
-0.0,-0.0,-9.788715528324246,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.111387625336647
-0.0,-0.0,-10.595702469348907,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.139543302357197,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.373442687094212,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-30.921941120177507
-0.0,-0.0,-9.858315981924534,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.455474695190787,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.794068105285987,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.968086011707783,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.814029768109322,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.892786055803299,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-25.90354560315609
-0.0,-0.0,-9.852361232042313,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.512333132326603,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.93227107822895,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.170917853713036,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.30189972370863,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.6088507771492,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.879102528095245,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.008535534143448,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.447447538375854
-0.0,-0.0,-9.582753270864487,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.134517207741737,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.780765768140554
-0.0,-0.0,-9.454793319106102,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.86692213267088,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.73764680325985
-0.0,-0.0,-10.217672266066074,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.85666285827756,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.34847784228623,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-33.132460094988346
-0.0,-0.0,-10.144628906622529,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.292238995432854,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.788155041635036,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0

-0.0,-0.0,-9.985639065504074,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.891628827899694,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-11.151481207460165,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.120189472450875
-0.0,-0.0,-10.635507265571505,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.98939210921526
-0.0,-0.0,-9.956803530454636,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.969167776405811,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.331459164619446,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.97951666195877
-0.0,-0.0,-9.938215173780918,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.081684533506632
-0.0,-0.0,-9.938710425049067,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.155478175729513,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.021287977695465,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.173750385642052,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.501038499176502,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.490437790751457,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.948623657226562,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.773498110473156,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.808841537684202,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.142776310443878,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.312140248715878,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.059209447354078,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.189832910895348,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.216224122792482,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.758843250572681,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.103171445429325,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.26388304308057
-0.0,-0.0,-10.247386574745178,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.199870090931654,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.858840942382812,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.817397125065327,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.427082236856222,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.40681775752455
-0.0,-0.0,-9.872976571321487,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.897116682492197,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.73302112519741,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.319897558540106
-0.0,-0.0,-10.114913940429688,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.41978195309639
-0.0,-0.0,-10.081999734044075,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.046777930110693,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.546711016446352,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.990777589380741,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.267552342265844,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.29173593968153,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.997803624719381,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.29686027020216
-0.0,-0.0,-9.997440710663795,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.000628113746643,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.173862561583519,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.12108481116593
-0.0,-0.0,-9.828611304052174,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.883398736361414,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.12472179159522,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.818193320184946,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.99580404162407,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.243512876331806
-0.0,-0.0,-9.882421880960464,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.796630177646875
-0.0,-0.0,-9.84203651547432,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.28114914894104,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.856196880340576,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.746667992323637
-0.0,-0.0,-9.87452620267868,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.762491181492805,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.773942947387695
-0.0,-0.0,-9.923891767859459,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.09151073731482
-0.0,-0.0,-10.557733662426472,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.853921666741371,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.684112947434187,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-30.069356678053737
-0.0,-0.0,-10.256864339113235,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.009014371782541,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.261753097176552,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.76842390652746,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.333663150668144,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.65033021569252,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.278843831270933,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.758846081793308,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.753497064113617
-0.0,-0.0,-9.938406504690647,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.909530401229858,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.555217187851667,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.27771607786417,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.583204060792923,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.502704031765461,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.16512493044138,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.821058005094528,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.55226481705904,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.300672274082899,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.269361570477486,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.736700793728232,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.39361970871687,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.026189744472504,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.941522169858217,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.877703797072172,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.971657957881689,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.824321664869785,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.64299276471138,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.955345660448074
-0.0,-0.0,-10.029432244598866,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.596908241510391,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.423795204609632,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.458862155675888,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.772271364927292,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.742170214653015,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.75706997513771,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.572763916105032
-0.0,-0.0,-10.163756489753723,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.896533206105232,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.82658464834094,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.034317146986723,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.030699662864208,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.812357902526855
-0.0,-0.0,-10.544113289564848,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.092799477279186,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.019196756184101,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.58288840763271
-0.0,-0.0,-9.713979374617338,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0

-0.0,-0.0,-9.985639065504074,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.891628827899694,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-11.408679153770208,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.59237807034515
-0.0,-0.0,-10.812622936442494,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.271733194589615
-0.0,-0.0,-9.956803530454636,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.974969923496246,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.608590632677078,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.145222395658493,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.938710425049067,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.32649832298921
-0.0,-0.0,-10.25794642418623,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.961290024220943,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.010261685587466,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.501038499176502,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.673478519544005
-0.0,-0.0,-10.490437790751457,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.948623657226562,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.773498110473156,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.858840942382812,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.065295822918415,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.273123193532228,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-30.05266932398081
-0.0,-0.0,-10.059209447354078,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.34006877988577
-0.0,-0.0,-10.165115490555763,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.79843122512102
-0.0,-0.0,-10.135521937161684,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.808841910213232,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.053172212094069,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.186077542603016,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.478961404412985
-0.0,-0.0,-10.131897039711475,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.808842580765486,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.087389409542084
-0.0,-0.0,-9.921635139733553,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-10.427082236856222,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0
-0.0,-0.0,-9.830008327960968,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-25.77088182978332
